eventnum,well,X531.40..488.,X572.27..488.,X692.40..488.,Trigger.Pulse.Width,SSC,FSC,estimated_diameter
356737,H01,234.650975101997,31.4543463125602,72.4106166730922,23962,5.03036063061128,11.5786964356424,0.46
356874,H01,211.711587608583,23.6538243342485,62.4850853232753,23011,7.25634250274324,4.73537093193866,0.33
357043,H01,28.0187483392976,4.04570888176337,20.7586787014441,13388,4.4639491447002,1.57915693890739,0.21
357741,H01,139.584252694081,26.5467420860016,82.706854465195,21382,7.13800191537875,3.08588603314421,0.28
357966,H01,11.7607378709088,5.80978627481599,5.01483152878863,11111,1.54708494577563,1.54014296044894,0.21
357969,H01,108.325076374696,17.3020731790167,29.0329138225645,20522,5.3347222918993,3.15916823446755,0.28
358210,H01,153.884481025565,22.5374758019677,79.7392897986099,26843,4.86146964233491,2.58436300566407,0.26
358565,H01,162.120848172666,20.5554621780267,43.9238293226268,23038,4.82607147943392,3.59218658546833,0.29
358799,H01,74.8525401651349,10.0790121503766,40.1737961087168,20328,8.6803572145696,1.58538329344078,0.21
346965,H12,302.23633879336,41.8096811435279,88.4164763683511,24430,14.957731139673,27.3649604132288,0.65
347121,H12,22.0023091068167,4.62942810346363,21.3264445103159,13066,8.43739723112708,1.02590795746288,0.18
347164,H12,61.8386166379124,7.69430563737023,13.7539592844409,19957,12.7720969653961,1.33239743838524,0.2
347565,H12,10.6993627035832,1.02245347355813,2.88296166243498,7430,9.01353230342299,1.02590795746288,0.18
347580,H12,94.1887478575082,16.8438137155527,37.4214074105922,20181,8.45639106350056,3.40490102498237,0.29
347722,H12,131.011545624433,21.783856408487,72.1972254372042,22435,6.60983212763933,2.13114638267079,0.24
348102,H12,40.645155467145,7.34457714499759,27.0780376338872,15263,12.3363454834269,36.3944496335361,0.73
348313,H12,194.045167718226,26.7865930911429,38.1918076909062,22642,7.2176935289004,9.20168130188956,0.43
349450,H12,317.296180136591,37.1332689905601,88.565713351452,25379,2.63238326452753,8.19778056409619,0.41
349540,H12,13.5562981927448,2.2439500408737,9.52001637313209,10621,5.95946837605032,1.42899035287356,0.21
336869,H24,24.6828338337696,5.27137397513894,12.2689148502195,11518,8.76740550484616,1.02662910935778,0.18
337255,H24,155.231196116819,27.2115586209744,39.2363829694086,22080,11.4058828401088,4.19804292566399,0.31
337937,H24,19.9436520005796,4.18155574322066,13.8159533888769,13610,6.58850107438851,1.19070907621659,0.19
337942,H24,11.5835792276839,1.82743029490021,5.5231584173071,11439,26.5280944232924,6.73548914603963,0.38
338350,H24,11.5121708580048,3.67645866504743,3.74951080436723,11143,3.86562070060405,1.0270620437967,0.18
338390,H24,274.574162733206,31.1157989738524,95.6561485382906,24495,25.4257303902294,34.3132161299883,0.71
338780,H24,24.3520566019861,2.25850367087312,16.7258682638302,13877,1.4157969635404,1.02634058778857,0.18
339034,H24,85.3639325666835,10.3590474939636,12.2413577386432,20211,8.82798967208304,1.41261695329744,0.2
339112,H24,15.334476182772,4.41280112757982,22.4458085290113,11137,44.2024943534273,68.0972984265163,0.93
339342,H24,13.5049557044479,1.48885211600974,8.32081786145731,11111,3.11683189130805,1.02634058778857,0.18
361723,I02,21.3324397318914,4.28748040727996,21.2994868568277,14612,17.4167371208508,16.4901315823438,0.53
364635,I03,97.9828127368337,16.7847373904637,21.2905085468539,20020,3.16094467457829,2.96264549385648,0.27
366367,I04,154.361005064519,24.0358439089056,92.8612387259607,23288,20.5121752694093,5.94608286176653,0.36
368119,I05,61.977824534193,13.7095729169446,20.6945950981142,18832,8.42081262716334,2.89310866541912,0.27
369889,I06,23.2746052700541,5.0722446800344,19.6211568441407,14394,4.02981996837508,1.2253406350664,0.19
372308,I07,123.971756310272,18.0420807024773,20.1578105563945,20717,4.69824905584791,2.76549234675866,0.27
374112,I08,222.042212880262,25.5188060735957,87.2193393937529,24121,4.60218282344941,6.44290950231612,0.37
376226,I09,202.003496480326,30.2024033973205,103.707008153529,23163,4.42460008595018,7.69214324676956,0.4
378644,I10,24.5582691011625,6.08557694320924,7.60935167961136,14189,14.9703492941748,8.61230950519813,0.41
381230,I11,262.020312903292,33.4654884330427,141.083133740071,24135,4.08226204292555,9.29395753029808,0.43
383915,I13,13.8606841757617,1.25127012105727,18.8534409475085,10052,7.73768133265349,1.02619635741244,0.18
385967,I14,241.102741395747,30.5782479326403,42.1933628686767,23176,17.9006438659796,5.42697855530084,0.35
388830,I15,362.464215234688,75.3062557159163,182.512033495167,25399,6.26697706695743,37.8019887423077,0.74
390920,I16,24.8813547577056,2.84153000354098,19.2091567635262,14561,4.52840044310793,1.91068443110729,0.23
393395,I17,20.7674327362112,1.67352734303379,6.60518907503118,14156,2.46273939179922,1.14492451745769,0.19
395968,I18,15.0483968032231,5.26027320389023,12.3450171959883,14105,4.53987041915431,1.02605214730483,0.18
398538,I19,16.5737730158157,2.59236583408039,27.1848018561269,13475,9.95093225311089,1.07551435401562,0.18
400642,I20,67.3832953424575,9.30964467640319,26.0954590736619,19099,3.09109465873862,2.87689055116789,0.27
403750,I21,65.0934961014295,8.56884650423683,34.9655317028136,17919,2.92787636830332,3.12824164252341,0.28
406657,I22,218.574558272308,30.2278817662544,140.80581979657,23450,32.5150900365676,32.3373621095321,0.69
409369,I23,257.168211868092,31.7474599777315,103.546808751779,24562,30.8328501255505,36.6923219350903,0.73
462659,J02,71.9844630568852,19.2903165982432,43.499951178506,18015,12.6915780524634,3.13704678793686,0.28
459847,J03,104.159813907648,12.2982622565573,24.1407892604379,21027,8.77726832226809,2.88539369275693,0.27
457297,J04,170.294715700503,23.7337416679577,84.0307958163417,23597,14.3220722206702,15.280693558757,0.52
454978,J05,76.5547544749937,11.8203908196617,32.9891846678486,18014,2.3011158114633,1.72123371273528,0.22
452681,J06,102.850647759063,13.1472659818815,50.0427099980426,21733,2.91719741674869,1.02590795746288,0.18
450046,J07,116.161838379293,19.8207069551135,48.0982091218994,20311,9.38320218091568,4.34755043545201,0.32
447838,J08,69.2262802325266,8.87276710197566,35.3310657742707,17975,5.19342783834329,1.40036173258953,0.2
445632,J09,105.248713718567,20.4459789887001,67.8870769416634,20185,10.9058291909535,3.29197140906507,0.28
442755,J10,19.670855231426,2.43554792474261,7.56775885921381,11356,2.77093892268505,1.22568509888967,0.19
439819,J11,79.7953417470501,17.7977954425939,30.4881350401194,19364,5.44837623383288,2.51202764232076,0.26
437167,J13,208.845065667342,27.0780376338872,67.468578877171,23368,5.49605752338221,3.89945055595963,0.3
